CityNumber,CityName,Country,Max Temperature,Latitude,Longitude,Humidity (%),Cloudness (%),WindSpeed
1804430,Lanzhou,CN,15.8,36.06,103.82,61,0,2.24
2015306,Tiksi,RU,-23.57,71.64,128.87,35,56,2.59
514052,Ostrovskoye,RU,9.2,57.81,42.24,78,64,8.97
1511846,Oktyabrskoye,RU,12.2,56.73,85.44,78,56,17.9
3031582,Saint-Augustin,FR,37.4,44.83,-0.61,96,90,4.61
3836277,Santa Fe,AR,71.34,-31.62,-60.7,99,92,6.51
2121385,Severo-Kurilsk,RU,25.76,50.68,156.12,100,48,26.87
6138908,Saint-Philippe,CA,15.8,45.36,-73.48,62,1,5.82
103630,Najran,SA,57.2,17.54,44.22,63,0,2.59
1501429,Kuminskiy,RU,18.33,58.67,66.57,84,76,7.85
1486321,Yar-Sale,RU,2.18,66.83,70.83,96,48,13.78
3420768,Qasigiannguit,GL,17.6,68.82,-51.19,61,48,32.21
2171845,Cessnock,AU,77.0,-32.83,151.35,73,75,10.29
2181625,Te Anau,NZ,60.23,-45.41,167.72,68,36,11.99
3174050,Mantua,IT,33.8,45.16,10.79,92,0,1.12
3835994,Santa Rosa,AR,69.41,-36.62,-64.29,75,32,2.71
2656067,Broome,GB,45.32,52.47,1.45,93,88,5.82
3374083,Bathsheba,BB,77.0,13.22,-59.52,83,40,18.34
3874787,Punta Arenas,CL,44.6,-53.16,-70.91,100,40,9.17
1626936,Singaparna,ID,76.16,-7.35,108.11,85,68,2.82
108410,Riyadh,SA,59.0,24.63,46.72,44,0,2.24
2742416,Barcelos,PT,44.6,41.53,-8.62,48,0,8.05
3443061,Chuy,UY,79.58,-33.69,-53.46,75,92,18.48
5856516,Ahuimanu,US,82.04,21.44,-157.84,59,75,5.82
1489853,Tazovskiy,RU,-1.25,67.47,78.7,67,64,13.67
3374210,Sao Filipe,CV,72.69,14.9,-24.5,99,0,10.31
6111862,Port Hardy,CA,35.6,50.7,-127.42,93,90,5.82
6930327,Slavutych,UA,21.93,51.52,30.76,89,76,8.63
5914132,Campbell River,CA,41.0,50.02,-125.24,95,75,3.36
2110227,Butaritari,KI,83.18,3.07,172.79,100,24,16.69
4034551,Faanui,PF,83.76,-16.48,-151.75,100,88,10.42
5955902,Fort Nelson,CA,-0.41,58.81,-122.69,77,90,11.41
5380420,Pacifica,US,59.0,37.61,-122.49,87,90,16.11
2063042,Port Hedland,AU,100.4,-20.31,118.58,27,0,9.17
1733782,Victoria,BN,86.0,5.28,115.24,79,75,4.7
2121025,Srednekolymsk,RU,-30.77,67.46,153.71,51,20,2.59
3448903,Sao Joao da Barra,BR,79.13,-21.64,-41.05,98,8,28.54
3356832,Henties Bay,NA,61.71,-22.12,14.28,100,36,7.74
1504382,Kargasok,RU,13.07,59.06,80.87,71,92,8.52
752967,Zyrardow,PL,15.8,52.05,20.45,92,68,4.7
4663494,Tullahoma,US,50.0,35.36,-86.21,87,1,5.17
1256047,Sirsi,IN,66.03,14.62,74.84,68,0,10.42
1273574,Vaini,IN,57.2,15.34,74.49,76,0,5.28
5268249,Racine,US,41.0,42.73,-87.78,75,75,17.22
3839307,Rawson,AR,68.64,-43.3,-65.11,22,0,10.42
2244322,Touba,SN,68.19,14.86,-15.88,34,92,4.94
5880568,Bethel,US,10.4,60.79,-161.76,91,90,11.41
1299154,Pyay,MM,74.18,18.82,95.22,80,92,7.4
2126682,Bilibino,RU,-31.17,68.06,166.44,0,36,4.27
3946820,Barranca,PE,68.91,-10.75,-77.76,100,44,4.61
4030556,Rikitea,PF,78.5,-23.12,-134.97,100,100,11.32
3573739,Esperance,TT,77.0,10.24,-61.45,83,20,4.7
1281256,Gamba,CN,-0.84,28.28,88.52,74,24,4.72
3663495,Manoel Urbano,BR,77.01,-8.84,-69.26,92,20,4.16
1296736,Shwebo,MM,68.73,22.57,95.7,87,0,5.5
2189343,Kaeo,NZ,87.32,-35.1,173.78,34,0,2.82
4035715,Avarua,CK,80.6,-21.21,-159.78,69,75,12.75
656083,Jamsa,FI,32.0,61.86,25.19,96,90,6.93
1788852,Xining,CN,7.94,36.62,101.77,66,48,1.48
157429,Kilindoni,TZ,83.54,-7.91,39.67,99,36,14.79
3119841,Cabanas,ES,39.2,43.42,-8.16,86,0,3.36
2126123,Chokurdakh,RU,-40.67,70.62,147.9,0,8,2.93
1185270,Bandarban,BD,68.73,22.2,92.22,67,0,2.93
933726,Tshane,BW,60.36,-24.02,21.87,34,0,1.92
2018735,Nyurba,RU,-3.81,63.29,118.35,51,44,6.29
3441894,Maldonado,UY,73.4,-34.91,-54.96,88,75,11.41
5855927,Hilo,US,77.0,19.71,-155.08,62,90,6.93
5571109,Shasta Lake,US,46.94,40.68,-122.36,92,90,13.87
1636308,Manokwari,ID,82.86,-0.87,134.08,99,20,10.65
4013704,Laguna,MX,59.0,27.52,-110.01,93,90,3.36
2122293,Ozernovskiy,RU,22.7,51.5,156.52,100,80,17.81
5969025,Haines Junction,CA,-34.55,60.75,-137.51,0,0,1.92
2179103,Whitianga,NZ,75.48,-36.83,175.7,83,0,11.21
1731248,Alugan,PH,80.88,12.22,125.48,88,48,15.23
2168305,Dubbo,AU,87.8,-32.25,148.6,40,68,5.82
2272491,Zwedru,LR,77.28,6.07,-8.13,72,80,2.71
1282256,Hithadhoo,MV,78.36,-0.6,73.08,100,76,3.71
1213855,Sibolga,ID,73.59,1.74,98.78,100,88,0.81
146400,Dromolaxia,CY,53.6,34.88,33.59,70,20,10.29
3137469,Sorland,NO,41.19,67.67,12.69,100,92,37.6
587450,Juba,EE,23.0,57.82,26.93,85,90,14.99
3833859,Barrow,AR,64.23,-38.31,-60.23,75,48,9.98
5848280,Kapaa,US,80.06,22.08,-159.32,57,20,8.05
546105,Nikolskoye,RU,24.8,59.7,30.79,79,90,6.71
1865309,Katsuura,JP,46.4,33.93,134.5,80,40,5.82
559731,Gornyy,RU,13.29,51.76,48.54,89,44,7.96
1529195,Shihezi,CN,2.58,44.3,86.03,84,64,4.16
2364812,Niamtougou,TG,67.25,9.77,1.11,34,8,9.19
3178181,Conselice,IT,32.0,44.51,11.83,70,0,1.12
2057087,Kupang,ID,87.8,-10.16,123.6,70,40,4.7
1024312,Mocuba,MZ,72.2,-16.84,36.99,98,80,2.93
876123,Lumeje,AO,66.39,-11.56,20.78,98,92,6.62
3397763,Jacareacanga,BR,75.62,-6.22,-57.76,100,92,2.93
2090021,Namatanai,PG,84.21,-3.66,152.44,97,76,15.68
2249901,Gat,SN,69.8,14.69,-16.54,56,0,10.29
1795565,Shenzhen,CN,68.0,22.54,114.05,72,75,4.47
3860443,Comodoro Rivadavia,AR,60.8,-45.87,-67.48,29,0,14.99
3347353,Menongue,AO,63.51,-14.66,17.68,96,24,5.28
2180815,Tuatapere,NZ,60.05,-46.13,167.69,85,0,20.27
3456398,Nanuque,BR,75.03,-17.84,-40.35,85,0,9.75
2017155,Saskylakh,RU,-38.01,71.97,114.09,0,20,4.72
2035707,Mujiayingzi,CN,15.05,42.12,118.78,30,0,5.73
3168764,Sabaudia,IT,37.4,41.3,13.03,74,0,3.36
305268,Kutahya,TR,24.8,39.42,29.98,85,75,3.36
1701054,Marawi,PH,83.58,8.0,124.29,50,0,3.15
1014034,Carnarvon,ZA,61.67,-30.97,22.13,33,44,10.42
2618795,Klaksvik,FO,41.0,62.23,-6.59,80,88,23.04
4972220,Millinocket,US,17.96,45.66,-68.71,64,90,10.29
3014727,La Plaine,FR,39.2,45.17,5.76,86,90,12.75
2036986,Hegang,CN,9.69,47.34,130.28,48,0,4.38
5983720,Iqaluit,CA,-11.21,63.75,-68.52,57,90,8.05
5404476,Ukiah,US,44.96,39.15,-123.21,85,90,5.82
610864,Khani,GE,50.0,41.96,42.96,87,90,20.8
1529484,Hami,CN,4.97,42.84,93.51,49,0,6.73
1807112,Huangzhou,CN,40.29,30.44,114.88,100,80,7.85
550918,Bolshaya Dzhalga,RU,27.24,45.97,42.7,94,88,18.03
5895424,Bay Roberts,CA,33.8,47.58,-53.28,100,90,33.33
3421765,Nanortalik,GL,30.26,60.14,-45.24,94,80,9.75
1814093,Dali,CN,52.71,25.6,100.24,66,0,1.92
2071059,Gawler,AU,73.4,-34.6,138.75,49,0,12.75
2075265,Busselton,AU,76.43,-33.64,115.35,75,0,16.02
4015022,Castanos,MX,51.81,26.78,-101.42,80,20,1.25
359792,Aswan,EG,48.2,24.09,32.9,42,0,5.82
2132606,Samarai,PG,81.78,-10.62,150.67,100,56,18.48
3683538,Concepcion,CO,86.01,9.56,-73.66,47,92,3.49
2450173,Taoudenni,ML,46.28,22.68,-3.98,38,0,11.99
6185377,Yellowknife,CA,-7.61,62.45,-114.38,76,20,12.75
292223,Dubai,AE,66.2,25.27,55.3,72,0,3.36
57000,Hobyo,SO,75.53,5.35,48.53,87,100,18.03
489088,Staraya Russa,RU,15.99,57.99,31.36,85,64,9.42
5961417,Husavik,CA,24.77,50.56,-96.99,91,92,21.72
3386213,Touros,BR,77.0,-5.2,-35.46,83,20,3.36
2396853,Omboue,GA,78.36,-1.57,9.26,100,92,4.16
1786538,Yining,CN,41.87,29.04,114.56,96,92,3.27
493566,Shugurovo,RU,12.44,54.51,52.13,84,64,4.38
211647,Lodja,CD,68.87,-3.52,23.6,96,36,2.26
4231997,Avera,US,51.98,33.19,-82.53,94,1,2.59
920901,Chama,ZM,65.81,-11.22,33.16,98,92,7.07
1510689,Baykit,RU,0.38,61.68,96.39,70,80,9.75
5847411,Kahului,US,80.06,20.89,-156.47,62,75,12.75
3421193,Paamiut,GL,31.88,61.99,-49.67,100,88,9.19
3466165,Cidreira,BR,75.89,-30.17,-50.22,85,36,14.79
3391889,Pitimbu,BR,77.0,-7.47,-34.81,88,20,5.82
1695250,Pangobilian,PH,83.13,8.8,117.86,78,8,10.09
2013392,Vilyuysk,RU,-4.58,63.75,121.63,53,44,6.96
4673258,Beeville,US,67.1,28.4,-97.75,79,1,11.41
882100,Rusape,ZW,63.69,-18.53,32.12,98,92,2.82
2126199,Cherskiy,RU,-36.8,68.75,161.3,0,20,1.7
60019,Eyl,SO,72.47,7.98,49.82,100,36,18.7
5180225,Bethlehem,US,37.4,40.62,-75.38,59,75,10.29
3141667,Roald,NO,41.0,62.58,6.12,65,24,9.17
2662689,Visby,SE,37.4,57.64,18.3,93,92,8.05
1633419,Padang,ID,82.4,-0.92,100.36,83,40,3.36
3369157,Cape Town,ZA,62.6,-33.93,18.42,88,0,9.17
5692947,Williston,US,35.06,48.15,-103.62,100,1,5.82
2108502,Honiara,SB,83.09,-9.43,159.96,81,76,4.5
2337542,Naze,NG,75.03,5.43,7.07,80,24,6.85
3648522,Barquisimeto,VE,69.59,10.07,-69.32,63,0,4.83
2156643,Mount Gambier,AU,71.6,-37.83,140.78,43,20,8.05
2334008,Kontagora,NG,69.23,10.4,5.47,29,20,11.99
296852,Erzin,TR,46.4,36.95,36.2,61,40,11.41
6201424,Mataura,NZ,64.19,-46.19,168.86,66,88,20.27
286245,Sur,OM,69.36,22.57,59.53,100,0,8.19
1500933,Labytnangi,RU,-7.91,66.66,66.39,62,0,8.97
5972291,Havre-Saint-Pierre,CA,17.6,50.23,-63.6,61,90,24.16
3422683,Kangaatsiaq,GL,23.6,68.31,-53.46,98,56,20.71
4034496,Fare,PF,82.68,-16.7,-151.02,100,100,11.32
2501152,Constantine,DZ,42.8,36.36,6.61,75,20,12.75
6255012,Flinders,AU,69.8,-34.58,150.85,68,90,9.17
4020109,Atuona,PF,81.29,-9.8,-139.03,100,24,15.57
4033557,Tautira,PF,80.6,-17.73,-149.15,83,75,14.99
3105522,Bereda,ES,30.2,43.27,-7.54,100,0,4.7
1641899,Labuhan,ID,89.66,-2.54,115.51,58,8,3.38
921786,Mitsamiouli,KM,82.64,-11.38,43.28,97,12,8.75
6170031,Tuktoyaktuk,CA,-2.21,69.44,-133.03,77,90,6.93
1492281,Shelabolikha,RU,5.0,53.41,82.62,77,0,8.95
2092164,Lorengau,PG,82.82,-2.02,147.27,100,48,13.33
1689597,San Joaquin,PH,81.92,10.59,122.14,63,0,16.13
2155562,Nelson Bay,AU,77.0,-32.72,152.14,73,75,10.29
3848950,La Rioja,AR,67.11,-29.41,-66.86,96,56,4.5
3932145,Pisco,PE,71.6,-13.71,-76.2,94,0,11.41
498001,Sebezh,RU,14.96,56.29,28.48,88,56,7.63
6068416,Mayo,CA,-22.01,63.59,-135.9,74,75,2.24
2120048,Ust-Nera,RU,-56.91,64.57,143.24,0,8,1.92
344979,Lebu,ET,48.2,8.96,38.73,39,20,2.24
1503153,Klyuchi,RU,4.43,52.25,79.17,62,20,12.77
2297810,Mumford,GH,77.15,5.26,-0.76,90,0,7.18
2136825,Isangel,VU,77.6,-19.55,169.27,100,76,17.47
1688687,San Quintin,PH,79.71,17.54,120.52,64,0,2.59
131962,Harsin,IR,39.2,34.27,47.59,55,0,6.93
2179537,Wellington,NZ,66.2,-41.29,174.78,82,32,6.93
1623197,Tual,ID,82.46,-5.67,132.75,100,20,13.11
2094027,Kieta,PG,83.9,-6.22,155.63,99,36,4.16
110690,Faya,SA,55.4,18.39,42.45,20,0,6.93
2381334,Atar,MR,53.16,20.52,-13.05,42,0,7.85
2022572,Khatanga,RU,-37.47,71.98,102.47,0,12,3.6
3713959,Bocas del Toro,PA,78.14,9.33,-82.25,100,92,10.76
2995603,Saint-Pierre,FR,39.2,48.95,4.24,93,90,5.82
5962442,Goderich,CA,19.23,43.74,-81.71,90,48,10.42
3496332,Salcedo,DO,75.2,19.38,-70.42,94,40,6.93
3652462,San Cristobal,EC,53.6,-0.39,-78.55,100,20,2.24
2267254,Lagoa,PT,46.4,37.14,-8.45,65,0,6.93
884979,Mutare,MZ,64.68,-18.97,32.67,99,92,2.71
1270032,Hiriyur,IN,61.31,13.94,76.62,80,0,3.49
4708328,Lumberton,US,60.44,30.27,-94.2,89,1,9.17
2179825,Waitati,NZ,66.98,-45.75,170.57,69,48,7.4
6050066,La Ronge,CA,14.0,55.1,-105.3,85,90,5.82
2513222,Nijar,ES,44.6,36.97,-2.21,65,0,6.93
1218612,Murgab,TM,41.0,37.5,61.97,86,40,6.93
262462,Saint George,GR,24.8,39.45,22.34,85,40,4.7
5935341,Dauphin,CA,21.2,51.15,-100.04,92,90,14.99
4669635,Abilene,US,64.94,32.45,-99.73,61,75,24.16
6078372,Moose Factory,CA,-16.61,51.26,-80.61,82,1,2.24
2126785,Belaya Gora,RU,-40.85,68.54,146.19,0,20,2.93
3939168,Huarmey,PE,61.98,-10.07,-78.15,95,48,2.15
695464,Male,UA,12.17,50.74,33.7,86,48,9.53
638936,Rovaniemi,FI,28.4,66.5,25.72,100,90,10.29
3698304,Chimbote,PE,68.42,-9.08,-78.59,98,44,2.37
5746545,Portland,US,44.96,45.52,-122.67,76,75,10.29
647751,Lohja,FI,33.8,60.25,24.07,100,75,9.17
3661894,Tonantins,BR,76.52,-2.86,-67.77,93,64,4.83
553725,Kamenka,RU,11.72,53.19,44.05,87,64,4.83
3421319,Nuuk,GL,24.8,64.17,-51.74,85,80,13.87
1684803,Tabuk,PH,74.13,17.41,121.44,69,0,2.37
1791464,Wenling,CN,49.25,28.38,121.38,100,92,7.74
3572375,Freeport,BS,72.33,26.54,-78.7,100,0,11.65
64814,Bandarbeyla,SO,76.43,9.49,50.81,100,0,16.02
1214488,Meulaboh,ID,81.29,4.14,96.13,100,12,1.81
6149996,Smithers,CA,23.0,54.78,-127.17,92,90,5.82
3451138,Rio Grande,BR,77.96,-32.03,-52.1,84,88,16.69
2016733,Shestakovo,RU,-4.89,56.49,103.96,65,44,7.18
2122090,Pevek,RU,-28.97,69.7,170.27,100,0,4.38
5861897,Fairbanks,US,-34.78,64.84,-147.72,69,0,2.82
2155415,New Norfolk,AU,69.8,-42.78,147.06,43,20,16.11
1650434,Bambanglipuro,ID,81.92,-7.95,110.28,90,64,4.16
464891,Zapadnaya Dvina,RU,12.71,56.26,32.09,84,48,7.63
1634614,Nabire,ID,76.56,-3.36,135.5,99,56,2.59
2091996,Madang,PG,82.01,-5.21,145.81,87,32,8.19
508034,Podporozhye,RU,24.77,60.91,34.16,89,88,14.45
2136150,Luganville,VU,83.31,-15.51,167.18,96,56,11.99
4501427,Port Elizabeth,US,42.98,39.31,-74.98,50,1,6.93
2122614,Okha,RU,5.19,53.59,142.95,85,0,19.37
1174062,Kharan,PK,34.85,28.58,65.42,71,0,2.59
580577,Askino,RU,11.36,56.09,56.58,88,64,5.73
2644210,Liverpool,GB,44.6,53.41,-2.98,87,75,1.12
5864145,Homer,US,15.08,59.64,-151.54,70,1,5.82
3831208,Qaanaaq,GL,-15.92,77.48,-69.36,91,0,6.85
3466980,Caravelas,BR,80.43,-17.73,-39.27,100,88,15.12
1252578,Gasa,BT,-1.56,27.91,89.73,63,24,3.6
5656882,Helena,US,28.94,46.59,-112.04,81,1,5.82
5859699,College,US,-34.78,64.86,-147.8,69,0,2.82
2729907,Longyearbyen,NO,19.4,78.22,15.63,67,75,40.26
141736,Bam,IR,38.94,29.11,58.36,51,0,4.16
2185329,Waipawa,NZ,77.78,-39.94,176.59,52,0,17.47
3439378,Ayolas,PY,78.63,-27.39,-56.84,88,36,14.67
5570160,Redding,US,46.94,40.59,-122.39,92,90,13.87
1625929,Sungaipenuh,ID,68.15,-2.08,101.38,100,92,0.69
1151074,Prachuap Khiri Khan,TH,82.73,11.81,99.79,68,64,2.15
3702269,Bisira,PA,70.71,8.52,-81.71,91,36,2.37
2025256,Chumikan,RU,2.72,54.72,135.31,47,0,13.44
2084442,Vanimo,PG,83.54,-2.67,141.3,99,76,18.81
4011743,Constitucion,MX,60.8,23.99,-104.67,29,90,6.93
2352110,Okitipupa,NG,73.1,6.5,4.78,90,0,1.81
5046001,Sartell,US,35.6,45.62,-94.21,66,20,18.34
3573374,The Valley,AI,78.8,18.22,-63.06,74,20,11.41
3893629,Coquimbo,CL,62.6,-29.95,-71.34,72,0,5.82
259718,Vathi,GR,42.8,35.36,23.6,100,75,17.02
4372777,Vardo,US,42.8,39.62,-77.74,50,1,17.22
6148373,Sioux Lookout,CA,15.8,50.1,-91.92,85,90,12.75
3576994,Cockburn Town,TC,79.08,21.46,-71.14,99,0,15.68
1622318,Waingapu,ID,79.98,-9.65,120.26,95,88,3.04
1670479,Xinzhi,TW,77.0,22.54,120.62,69,40,2.24
2122389,Ossora,RU,28.41,59.24,163.07,95,88,21.16
2122605,Okhotsk,RU,-15.56,59.36,143.24,100,8,8.52
3681364,Guataqui,CO,73.4,4.52,-74.79,94,90,3.36
1507390,Dikson,RU,-5.97,73.51,80.55,99,44,24.29
2163355,Hobart,AU,69.8,-42.88,147.33,40,20,11.41
2374583,Bubaque,GW,77.96,11.28,-15.83,100,48,3.04
2178753,Kirakira,SB,83.54,-10.46,161.92,100,64,13.89
6620339,Karratha,AU,105.86,-20.74,116.85,8,0,13.67
2413070,Nioro,GM,67.97,13.79,-15.05,43,20,5.84
1182998,Bela,PK,34.04,26.23,66.31,74,0,2.59
1279356,Addanki,IN,68.33,15.81,79.97,83,0,5.95
2120591,Tilichiki,RU,27.38,60.47,166.1,83,80,15.01
1503527,Khovu-Aksy,RU,-31.04,51.13,93.72,0,0,2.37
4036284,Alofi,NU,77.0,-19.06,-169.92,94,92,8.05
1809498,Guilin,CN,44.6,25.28,110.29,93,90,6.71
1259385,Port Blair,IN,80.79,11.67,92.75,100,32,18.48
3664956,Boca do Acre,BR,77.6,-8.76,-67.39,89,0,3.38
2446796,Bilma,NE,43.76,18.69,12.92,35,0,10.54
1784841,Zhaotong,CN,30.08,27.34,103.71,93,68,2.59
1078553,Ampanihy,MG,69.99,-24.69,44.75,96,68,6.4
6165406,Thompson,CA,5.0,55.74,-97.86,84,75,4.7
698438,Ordzhonikidze,UA,33.95,44.96,35.36,100,92,19.48
2186111,Ngunguru,NZ,73.46,-35.62,174.5,84,0,6.73
5374361,Monterey,US,57.92,36.6,-121.89,80,90,20.8
3440714,Salto,UY,73.1,-31.39,-57.96,97,92,21.05
3396979,Juruti,BR,75.35,-2.16,-56.09,96,88,2.04
964406,Port Shepstone,ZA,65.72,-30.74,30.45,94,0,4.5
1682474,Ternate,PH,84.2,14.29,120.72,54,20,11.41
2139521,Noumea,NC,89.6,-22.28,166.46,43,0,21.92
3406961,Augusto Correa,BR,75.17,-1.02,-46.63,95,36,3.94
1486910,Komsomolskiy,RU,2.13,67.55,63.78,66,20,6.17
2517679,Fortuna,ES,39.2,38.18,-1.13,64,0,2.24
3393922,Nisia Floresta,BR,78.8,-6.09,-35.21,83,20,5.82
1015776,Bredasdorp,ZA,57.2,-34.53,20.04,87,0,4.7
7064006,Tongchuan,CN,30.2,34.9,108.95,74,24,2.24
3026644,Souillac,FR,39.2,45.6,-0.6,80,90,3.36
3662489,Santa Isabel do Rio Negro,BR,75.26,-0.41,-65.02,97,36,2.93
1626932,Singaraja,ID,81.83,-8.11,115.08,83,0,2.04
2293507,Aboisso,CI,75.21,5.47,-3.21,99,12,3.6
3381538,Grand-Santi,GF,71.66,4.27,-54.38,100,68,2.26
1508260,Novobirilyussy,RU,11.36,56.95,90.69,76,64,10.31
3985710,Cabo San Lucas,MX,71.6,22.89,-109.91,94,90,5.82
286621,Salalah,OM,71.6,17.01,54.1,78,75,4.7
217637,Businga,CD,70.22,3.34,20.89,96,68,3.15
1572151,Nha Trang,VN,84.2,12.24,109.19,66,20,13.87
497927,Segezha,RU,25.4,63.74,34.31,90,92,9.64
2088659,Panguna,PG,82.73,-6.32,155.48,81,68,5.17
2192362,Christchurch,NZ,68.0,-43.53,172.64,60,0,18.34
2194098,Ahipara,NZ,76.61,-35.17,173.16,62,0,10.98
610298,Beyneu,KZ,30.26,45.32,55.19,97,92,6.29
3652764,Puerto Ayora,EC,76.83,-0.74,-90.35,99,44,13.22
6320062,Vila Velha,BR,80.6,-3.71,-38.6,78,20,9.17
2024626,Dzhebariki-Khaya,RU,-35.81,62.22,135.8,0,44,2.82
3981460,Coahuayana,MX,63.74,18.62,-100.35,74,8,2.71
2094342,Kavieng,PG,85.7,-2.57,150.8,96,80,14.0
3676604,Rosarito,CO,73.4,4.91,-75.23,94,90,3.36
2027042,Batagay-Alyta,RU,-38.24,67.8,130.41,0,36,2.71
2126710,Beringovskiy,RU,22.38,63.05,179.32,87,80,29.77
1637001,Luwuk,ID,86.01,-0.95,122.79,78,12,1.7
1159716,Sarakhs,TM,53.6,36.54,61.16,37,0,4.7
581049,Arkhangelsk,RU,24.8,64.54,40.54,92,90,8.95
5972762,Hay River,CA,1.4,60.82,-115.79,77,90,10.29
1606239,Si Sa Ket,TH,78.8,15.12,104.33,69,0,4.7
540267,Krylovskaya,RU,28.86,46.32,39.96,93,92,16.8
4016734,Bucerias,MX,73.4,20.76,-105.33,88,20,10.31
3423146,Ilulissat,GL,17.6,69.22,-51.1,61,48,32.21
2449893,Tessalit,ML,50.42,20.2,1.01,46,36,9.75
2737599,Saldanha,PT,17.84,41.42,-6.55,69,0,2.71
3382160,Cayenne,GF,78.8,4.94,-52.33,88,92,8.05
2175403,Bluff,AU,91.41,-23.58,149.07,38,48,12.55
2447513,Arlit,NE,45.83,18.74,7.39,73,24,5.5
5882953,Aklavik,CA,-7.61,68.22,-135.01,76,90,2.24
1163054,Turbat,PK,47.94,26.0,63.05,78,0,5.39
576093,Blagoyevo,RU,13.07,63.37,47.92,82,92,8.86
917688,Chongwe,ZM,66.17,-15.33,28.68,97,68,2.93
1268015,Kannangad,IN,75.53,12.31,75.11,95,0,6.29
1515029,Ulaangom,MN,-28.74,49.98,92.07,0,0,2.15
2063036,Port Lincoln,AU,71.61,-34.72,135.86,78,24,5.17
139817,Bushehr,IR,69.8,28.97,50.84,68,0,13.87
2013918,Ust-Maya,RU,-23.03,60.42,134.54,33,44,3.6
3896218,Castro,CL,51.8,-42.48,-73.76,76,90,4.7
